col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
mortality_YN,phase,mortality_YN,phase,num,cat,eta,0.23750720556398858,3.676729356558858e-225,17916,2.995630311819266e-224
ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Statistical Analysis Plan (SAP),ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.23644367107430486,1.2255067813002667e-28,2145,3.1656801990968426e-28
Drug intervention Number,MaskingType-Participant,Drug intervention Number,MaskingType-Participant,num,num,abs_spearman,0.23481770506475702,0.0,81170,0.0
sae_YN,study_design_info/intervention_model,sae_YN,study_design_info/intervention_model,num,cat,eta,0.23379245902369095,6.200930452770889e-216,17857,4.876364612384702e-215
condition_browse/mesh_term,eligibility/healthy_volunteers,condition_browse/mesh_term__n_items,eligibility/healthy_volunteers,num,cat,eta,0.23289278968329447,0.0,81613,0.0
eligibility/maximum_age,study_design_info/primary_purpose,eligibility/maximum_age__years,study_design_info/primary_purpose,num,cat,eta,0.2325704322275627,0.0,42342,0.0
MaskingType-Participant,mortality_rate,MaskingType-Participant,mortality_rate,num,num,abs_spearman,0.2301619219369913,9.816329342692728e-214,17890,7.622993255184821e-213
duration_year,oversight_info/has_dmc,duration_year,oversight_info/has_dmc,num,cat,eta,0.22830860746365478,4.4087930997282026e-167,14181,2.906061234170977e-166
duration_day,oversight_info/has_dmc,duration_day,oversight_info/has_dmc,num,cat,eta,0.2283086074636546,4.4087930997275895e-167,14181,2.906061234170977e-166
duration_month,oversight_info/has_dmc,duration_month,oversight_info/has_dmc,num,cat,eta,0.22822620327611326,5.843510917607142e-167,14181,3.841567362500992e-166
location/facility/address/city,patient_data/sharing_ipd,location/facility/address/city__n_items,patient_data/sharing_ipd,num,cat,eta,0.228218837060038,1.3053003621405183e-157,13510,8.12950225543656e-157
ipd_info_type-Study Protocol,sponsors/lead_sponsor/agency_class,ipd_info_type-Study Protocol,sponsors/lead_sponsor/agency_class,num,cat,eta,0.22679064278785255,2.385254053990268e-24,2145,5.892004298375563e-24
Active Comparator Arm Number,phase,Active Comparator Arm Number,phase,num,cat,eta,0.22675933551144017,0.0,69293,0.0
approval_outcome,execution_pass,approval_outcome,execution_pass,num,num,abs_spearman,0.22609360286226474,4.5202862993365225e-265,23059,4.055202690921032e-264
approval_outcome,execution_fail,approval_outcome,execution_fail,num,num,abs_spearman,0.22609360286226474,4.5202862993365225e-265,23059,4.055202690921032e-264
eligibility/healthy_volunteers,eligibility/maximum_age,eligibility/healthy_volunteers,eligibility/maximum_age__years,cat,num,eta,0.22422476081683199,0.0,42674,0.0
Drug intervention Number,study_design_info/masking_num,Drug intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.22374272966550102,0.0,81170,0.0
duration_month,phase,duration_month,phase,num,cat,eta,0.22360298490120153,0.0,42855,0.0
duration_day,phase,duration_day,phase,num,cat,eta,0.22345658841678395,0.0,42855,0.0
duration_year,phase,duration_year,phase,num,cat,eta,0.22345658841678376,0.0,42855,0.0
phase,sae_rate,phase,sae_rate,cat,num,eta,0.22278265359544736,2.3736934007481923e-197,17916,1.7247450587307774e-196
patient_data/sharing_ipd,responsible_party/responsible_party_type,patient_data/sharing_ipd,responsible_party/responsible_party_type,cat,cat,cramers_v,0.2225946522644063,2.2210829088129703e-288,13499,2.122842703230858e-287
Experimental Arm Number,Other Arm Number,Experimental Arm Number,Other Arm Number,num,num,abs_spearman,0.22241033747140074,0.0,78123,0.0
Active Comparator Arm Number,enrollment,Active Comparator Arm Number,enrollment,num,num,abs_spearman,0.22178307243302714,0.0,43117,0.0
ipd_info_type-Statistical Analysis Plan (SAP),responsible_party/responsible_party_type,ipd_info_type-Statistical Analysis Plan (SAP),responsible_party/responsible_party_type,num,cat,eta,0.22155510183123536,4.867556136346042e-24,2136,1.1987985132626279e-23
ipd_info_type-Statistical Analysis Plan (SAP),location/facility/address/city,ipd_info_type-Statistical Analysis Plan (SAP),location/facility/address/city__n_items,num,num,abs_spearman,0.22142934105854706,6.585610301818326e-27,2297,1.6733375869139612e-26
mortality_rate,study_design_info/masking_num,mortality_rate,study_design_info/masking_num,num,num,abs_spearman,0.22129026479624414,2.5224538571538393e-197,17890,1.8274920801828834e-196
Active Comparator Arm Number,intervention/intervention_name,Active Comparator Arm Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.22012204112750186,0.0,69293,0.0
MaskingType-Participant,sae_rate,MaskingType-Participant,sae_rate,num,num,abs_spearman,0.22002944545761002,4.745254866278371e-195,17890,3.4278948670644624e-194
Active Comparator Arm Number,intervention_browse/mesh_term,Active Comparator Arm Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.21729294952757594,0.0,69293,0.0
mortality_YN,oversight_info/has_dmc,mortality_YN,oversight_info/has_dmc,num,cat,eta,0.21611624694552214,3.818170990020571e-169,16069,2.5643661919462486e-168
dropout_YN,sponsors/lead_sponsor/agency_class,dropout_YN,sponsors/lead_sponsor/agency_class,num,cat,eta,0.2134971967553877,0.0,38302,0.0
Placebo Comparator Arm Number,intervention/intervention_name,Placebo Comparator Arm Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.2128287855523352,0.0,78123,0.0
enrollment,intervention/intervention_name,enrollment,intervention/intervention_name__n_items,num,num,abs_spearman,0.2115888278024714,0.0,44446,0.0
Procedure intervention Number,Radiation intervention Number,Procedure intervention Number,Radiation intervention Number,num,num,abs_spearman,0.21111701318351342,0.0,71221,0.0
eligibility/healthy_volunteers,number_of_arms,eligibility/healthy_volunteers,number_of_arms,cat,num,eta,0.20971273706739307,0.0,78060,0.0
phase,responsible_party/responsible_party_type,phase,responsible_party/responsible_party_type,cat,cat,cramers_v,0.20902539507695314,0.0,67878,0.0
sae_rate,study_design_info/masking_num,sae_rate,study_design_info/masking_num,num,num,abs_spearman,0.2089853192492184,9.800198743144584e-176,17890,6.746120187455483e-175
ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Informed Consent Form (ICF),ipd_info_type-Clinical Study Report (CSR),ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.20866106261723705,1.5752870001430948e-22,2145,3.767649851160338e-22
ipd_info_type-Informed Consent Form (ICF),phase,ipd_info_type-Informed Consent Form (ICF),phase,num,cat,eta,0.20851972108078787,1.6737663030332492e-20,2145,3.912802693356185e-20
sae_rate,study_design_info/primary_purpose,sae_rate,study_design_info/primary_purpose,num,cat,eta,0.20823161832225132,4.6853556012014544e-166,17911,3.0720603348247003e-165
Drug intervention Number,Placebo Comparator Arm Number,Drug intervention Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.2077111574642277,0.0,78123,0.0
phase,sponsors/lead_sponsor/agency_class,phase,sponsors/lead_sponsor/agency_class,cat,cat,cramers_v,0.20749495587762926,0.0,71221,0.0
phase,study_design_info/masking_num,phase,study_design_info/masking_num,cat,num,eta,0.2050918812373648,0.0,81170,0.0
MaskingType-Investigator,mortality_rate,MaskingType-Investigator,mortality_rate,num,num,abs_spearman,0.204990309485623,5.1430866400381477e-169,17890,3.4264263540200527e-168
mortality_rate,start_date,mortality_rate,start_date__days,num,num,abs_spearman,0.20488971734701442,7.819540362617437e-126,13278,4.1968807345797696e-125
ipd_info_type-Analytic Code,sponsors/lead_sponsor/agency_class,ipd_info_type-Analytic Code,sponsors/lead_sponsor/agency_class,num,cat,eta,0.20471521664957024,9.536278989110412e-20,2145,2.200339209650824e-19
ipd_info_type-Statistical Analysis Plan (SAP),sae_YN,ipd_info_type-Statistical Analysis Plan (SAP),sae_YN,num,num,abs_spearman,0.2039801960853314,1.5799234244860985e-18,1818,3.5627129853429714e-18
mortality_rate,phase,mortality_rate,phase,num,cat,eta,0.20368744543547324,3.3374544872194295e-164,17916,2.1767911812966622e-163
dropout_rate,eligibility/healthy_volunteers,dropout_rate,eligibility/healthy_volunteers,num,cat,eta,0.2034619550359063,0.0,38268,0.0
Placebo Comparator Arm Number,enrollment,Placebo Comparator Arm Number,enrollment,num,num,abs_spearman,0.2022446465021881,0.0,43117,0.0
duration_day,eligibility/maximum_age,duration_day,eligibility/maximum_age__years,num,num,abs_spearman,0.20216010866240924,3.164462917319397e-221,24161,2.5285177972793254e-220
duration_year,eligibility/maximum_age,duration_year,eligibility/maximum_age__years,num,num,abs_spearman,0.20216010866240924,3.164462917319397e-221,24161,2.5285177972793254e-220
duration_month,eligibility/maximum_age,duration_month,eligibility/maximum_age__years,num,num,abs_spearman,0.2018604721099488,1.4556155722383668e-220,24161,1.159360479811648e-219
mortality_rate,study_design_info/intervention_model,mortality_rate,study_design_info/intervention_model,num,cat,eta,0.2016283443502338,4.701653849602889e-159,17857,2.9504065192583786e-158
Active Comparator Arm Number,study_design_info/masking,Active Comparator Arm Number,study_design_info/masking,num,cat,eta,0.20087415348143117,0.0,64055,0.0
sae_rate,study_design_info/allocation,sae_rate,study_design_info/allocation,num,cat,eta,0.20021259492642526,5.863510897673871e-120,13259,3.0675420169935935e-119
Experimental Arm Number,intervention/intervention_name,Experimental Arm Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.20016629869623284,0.0,78123,0.0
completion_date,patient_data/sharing_ipd,completion_date__days,patient_data/sharing_ipd,num,cat,eta,0.20008087297485122,1.4323324632182277e-83,9341,6.022582353802531e-83
Drug intervention Number,study_design_info/intervention_model,Drug intervention Number,study_design_info/intervention_model,num,cat,eta,0.200007193220612,0.0,80897,0.0
ipd_info_type-Clinical Study Report (CSR),study_design_info/masking,ipd_info_type-Clinical Study Report (CSR),study_design_info/masking,num,cat,eta,0.19865417791162138,1.0,2106,1.0
intervention/intervention_name,study_design_info/intervention_model,intervention/intervention_name__n_items,study_design_info/intervention_model,num,cat,eta,0.1986109721183171,0.0,80897,0.0
eligibility/healthy_volunteers,start_date,eligibility/healthy_volunteers,start_date__days,cat,num,eta,0.19825729546610832,0.0,42833,0.0
number_of_arms,sponsors/lead_sponsor/agency_class,number_of_arms,sponsors/lead_sponsor/agency_class,num,cat,eta,0.19819820692738851,0.0,69293,0.0
mortality_YN,study_design_info/primary_purpose,mortality_YN,study_design_info/primary_purpose,num,cat,eta,0.19781950216790622,4.7835431759668405e-149,17911,2.8506246504262826e-148
sae_YN,start_date,sae_YN,start_date__days,num,num,abs_spearman,0.19767994066008113,4.259989948271018e-117,13278,2.2008471978073763e-116
Biological intervention Number,smiless,Biological intervention Number,smiless__n_items,num,num,abs_spearman,0.19725717869681367,0.0,81786,0.0
MaskingType-Outcomes Assessor,enrollment,MaskingType-Outcomes Assessor,enrollment,num,num,abs_spearman,0.19596623550742928,0.0,44289,0.0
mortality_YN,start_date,mortality_YN,start_date__days,num,num,abs_spearman,0.19550492226930102,1.5800726102110509e-114,13278,8.095835951287549e-114
duration_month,study_design_info/primary_purpose,duration_month,study_design_info/primary_purpose,num,cat,eta,0.19511303899250784,0.0,42836,0.0
duration_day,study_design_info/primary_purpose,duration_day,study_design_info/primary_purpose,num,cat,eta,0.19497651183134276,0.0,42836,0.0
duration_year,study_design_info/primary_purpose,duration_year,study_design_info/primary_purpose,num,cat,eta,0.19497651183134276,0.0,42836,0.0
phase,study_design_info/primary_purpose,phase,study_design_info/primary_purpose,cat,cat,cramers_v,0.19431262364108612,0.0,80983,0.0
dropout_YN,sae_rate,dropout_YN,sae_rate,num,num,abs_spearman,0.1910190196723084,1.7719005118658586e-146,17873,1.0458842688804416e-145
mortality_YN,study_design_info/masking,mortality_YN,study_design_info/masking,num,cat,eta,0.1892391754542485,1.3313381246146692e-127,17890,7.255208858919853e-127
failure_reason,ipd_info_type-Clinical Study Report (CSR),failure_reason,ipd_info_type-Clinical Study Report (CSR),cat,num,eta,0.18831868884918926,0.020314767279061674,275,0.02665374693160943
Biological intervention Number,patient_data/sharing_ipd,Biological intervention Number,patient_data/sharing_ipd,num,cat,eta,0.18679287076246154,6.8349107983312874e-105,13510,3.3173346355182127e-104
MaskingType-Care Provider,enrollment,MaskingType-Care Provider,enrollment,num,num,abs_spearman,0.18676454271765464,0.0,44289,0.0
mortality_YN,study_design_info/intervention_model,mortality_YN,study_design_info/intervention_model,num,cat,eta,0.18578528935964786,2.1085442038100836e-134,17857,1.1721996300823395e-133
Other intervention Number,sponsors/lead_sponsor/agency_class,Other intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.18526284399634993,0.0,71221,0.0
MaskingType-Investigator,phase,MaskingType-Investigator,phase,num,cat,eta,0.18491798080516023,0.0,81170,0.0
execution_fail,sae_rate,execution_fail,sae_rate,num,num,abs_spearman,0.18458035559995178,5.822083160677336e-137,17903,3.310726923176929e-136
execution_pass,sae_rate,execution_pass,sae_rate,num,num,abs_spearman,0.18458035559995178,5.822083160677336e-137,17903,3.310726923176929e-136
condition_browse/mesh_term,sae_rate,condition_browse/mesh_term__n_items,sae_rate,num,num,abs_spearman,0.18372502806288293,8.660075911205721e-136,17916,4.8798840452032236e-135
eligibility/healthy_volunteers,mortality_rate,eligibility/healthy_volunteers,mortality_rate,cat,num,eta,0.18350753143455406,1.8813761658728264e-135,17914,1.0577420299081388e-134
MaskingType-Investigator,sae_rate,MaskingType-Investigator,sae_rate,num,num,abs_spearman,0.18235741459028845,1.4030622548713992e-133,17890,7.782610944989792e-133
completion_date,study_design_info/masking,completion_date__days,study_design_info/masking,num,cat,eta,0.18221768018272272,5.563308749688319e-296,42635,5.400321188662293e-295
Placebo Comparator Arm Number,mortality_rate,Placebo Comparator Arm Number,mortality_rate,num,num,abs_spearman,0.1821006542355194,3.572736936702783e-133,17886,1.977338816861117e-132
patient_data/sharing_ipd,phase,patient_data/sharing_ipd,phase,cat,cat,cramers_v,0.18201028497630092,4.2813675569168863e-190,13510,3.057240913488064e-189
Combination Product intervention Number,oversight_info/is_fda_regulated_device,Combination Product intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.1819110788547517,4.49366206863142e-102,13676,2.127000045818872e-101
Other intervention Number,intervention/intervention_name,Other intervention Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.1814109359508938,0.0,71221,0.0
Device intervention Number,Drug intervention Number,Device intervention Number,Drug intervention Number,num,num,abs_spearman,0.1800342361524164,0.0,71221,0.0
patient_data/sharing_ipd,start_date,patient_data/sharing_ipd,start_date__days,cat,num,eta,0.179620511020932,3.1618559733898333e-67,9341,1.1779928176722242e-66
Experimental Arm Number,responsible_party/responsible_party_type,Experimental Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.17946012441060277,0.0,66924,0.0
ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/primary_purpose,ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/primary_purpose,num,cat,eta,0.17910568158253923,1.0,2294,1.0
Drug intervention Number,study_design_info/primary_purpose,Drug intervention Number,study_design_info/primary_purpose,num,cat,eta,0.17905382871202552,0.0,80983,0.0
Drug intervention Number,study_design_info/masking,Drug intervention Number,study_design_info/masking,num,cat,eta,0.1782661455192295,0.0,75043,0.0
eligibility/maximum_age,sae_rate,eligibility/maximum_age__years,sae_rate,num,num,abs_spearman,0.1779217501274655,5.780590776307045e-63,8723,2.078837638078583e-62
